TKey,Author,Title,Year,Type,School,Country,Pages,ISBN
T22621,A972405,Recherche des objets complexes dans le Web structuré. (Searching complex data on the structured Web),2012,PhD,Télécom ParisTech,France,,
T22626,A20813,Static Analysis of Semantic Web Queries. (Analyse Statique de Requête pour le Web Se'mantique),2012,PhD,Grenoble Alpes University,France,,
T22634,A1230614,High Performance Parallel Algorithms for Tensor Decompositions. (Algorithmes Parallèles pour les Décompositions des Tenseurs),2017,PhD,University of Lyon,France,,
T22670,A1121368,Analyse et évaluation de structures orientées document. (Analysis and evaluation of document oriented structures),2018,PhD,Grenoble Alpes University,France,,
T22713,A1012735,Leveraging the Structure of Uncertain Data. (Tirer parti de la structure des données incertaines),2016,PhD,Télécom ParisTech,France,,
T22749,A2154445,Hypergraphs in the Service of Very Large Scale Query Optimization. Application: Data Warehousing. (Les hypergraphes au service de l'optimisation de requêtes à très large échelle. Application: Entrepôt de données),2016,PhD,École nationale supérieure de mécanique et d'aérotechnique,France,,
T22766,A848828,Design of wireless communication system with imperfect channel state information. (Conception de systèmes de communication sans fils avec connaissance imparfaite du canal),2012,PhD,Télécom ParisTech,France,,
T22821,A696695,Contrôle de santé des matériaux et structures par analyse de la coda ultrasonore,2013,PhD,Université Nantes Angers Le Mans,France,,
T22837,A2230985,Apprentissage de vote de majorité pour la classification supervisée et l'adaptation de domaine: approches PAC-Bayésiennes et combinaison de similarités. (Learning Majority Vote for Supervised Classification and Domain Adaptation: PAC-Bayesian Approaches and Similarity Combination),2013,PhD,Aix Marseille University,France,,
T22839,A1028849,Opportunistic Data Dissemination in Ad-Hoc Cognitive Radio Networks,2011,PhD,Pierre and Marie Curie University,France,,
T22896,A2130925,Context-aware recommender systems for real-world applications. (Systèmes de recommandation contextuels pour les applications du monde réel),2019,PhD,University of Paris Saclay,France,,
T22914,A103924,Designing scientific workflow following a structure and provenance-aware strategy. (Conception de workflows scientifiques fondée sur la structure et la provenance),2013,PhD,University of Paris Sud,France,,
T22949,A1396475,Privacy-Preserving Query Execution using Tamper Resistant Hardware. Design and Performance Considerations. (Exécution de requêtes respectueuses de la vie privée grâce à l'utilisation de matériel sécurisé),2015,PhD,Versailles Saint Quentin en Yvelines University,France,,
T22978,A1048236,Mining Social and Information Networks: Dynamics and Applications. (Fouille de Données dans les Réseaux Sociaux et d'Information: Dynamiques et Applications ),2015,PhD,École Polytechnique,France,,
T22992,A1505584,Raisonnement incrémental sur des flux de données. (Incremental reasoning over triple streams),2016,PhD,University of Lyon,France,,
T23019,A1732830,Scalable Models for Points-Of-Interest Recommender Systems. (Systèmes de recommandation de POI à large échelle),2018,PhD,Télécom ParisTech,France,,
T23048,A548965,Improving performance on NUMA systems. (Amélioration de performance sur les architectures NUMA),2014,PhD,Grenoble Alpes University,France,,
T23089,A776538,Harnessing Uncertain Data Structure. (Exploitation de la structure des données incertaines),2015,PhD,Télécom ParisTech,France,,
T23090,A977588,Vues de sécurité XML: requêtes; mises à jour et schémas. (XML Security Views: Queries; Updates; and Schemas),2012,PhD,Lille University of Science and Technology,France,,
T23114,A277673,SGBD open-source pour historisation de données et impact des mémoires flash. (Open-source DBMS for data historization and impact of flash memories),2011,PhD,INSA de Lyon,France,,
T23155,A774668,ROSES: A Continuous Query Processor for Large-Scale Content-Based RSS Feed Aggregation. (ROSES: Un moteur de requêtes continues pour l'agrégation de flux RSS à large échelle),2012,PhD,Pierre and Marie Curie University,France,,
T23179,A1301384,Formal approaches to information hiding: An analysis of interactive systems; statistical disclosure control; and refinement of specifications. (Des approches formelles pour le cachement d'information: Une analyse des systèmes interactifs; contrôle de divulgation statistique; et le raffinement des spécifications),2011,PhD,École Polytechnique,France,,
T23221,A1587171,Recherche d'information sociale: exploitation des signaux sociaux pour améliorer la recherche d'information. (Social information retrieval: harnessing social signals to enhance a search),2016,PhD,Paul Sabatier University,France,,
T23245,A1864245,Multiple Live Videos Delivery in Underprovisioned Networks. (Diffusion de flots vidéos dans des réseaux sous-provisionnés),2013,PhD,University of Rennes 1,France,,
T23272,A609815,Scalable algorithms for monitoring activity traces. (Algorithmes pour le monitoring de traces d'activité à grande échelle),2017,PhD,Grenoble Alpes University,France,,
T23282,A1037277,Machine Learning Strategies for Large-scale Taxonomies. (Strategies d'apprentissage pour la classification dans les grandes taxonomies),2014,PhD,Grenoble Alpes University,France,,
T23283,A302227,End-user service composition from a social networks analysis perspective. (La composition de service pour les utilisateurs finaux; basée sur l'analyse des réseaux sociaux),2011,PhD,Telecom Management SudParis,France,,
T23333,A1121444,Fouille de motifs: formalisation et unification. (Pattern Mining: Formalisation and Unification),2018,PhD,University of Laghouat,Algeria,,
T23348,A2292071,Modeling and learning dependencies with copulas in latent topic models. (Modélisation et apprentissage de dépendances á l'aide de copules dans les modéles probabilistes latents),2017,PhD,Grenoble Alpes University,France,,
T23374,A2394166,Mining and ranking closed itemsets from large-scale transactional datasets. (Fouille et classement d'ensembles fermés dans des données transactionnelles de grande échelle),2016,PhD,Grenoble Alpes University,France,,
T23390,A244091,Towards the French Biomedical Ontology Enrichment. (Vers l'enrichissement d'ontologies biomedicales francaises),2015,PhD,University of Montpellier,France,,
T23426,A2214996,Apprentissage de co-similarités pour la classification automatique de données monovues et multivues. (Clustering of monoview and multiview data via co-similarity learning),2012,PhD,Grenoble Alpes University,France,,
T23473,A443518,Computations on Massive Data Sets: Streaming Algorithms and Two-party Communication. (Calculs sur des grosses données: algorithmes de streaming et communication entre deux joueurs),2013,PhD,University of Paris Sud,France,,
T23482,A2047788,Query Processing in Multistore Systems. (Traitement de requêtes dans les systèmes multistores),2017,PhD,University of Montpellier,France,,
T23509,A1278374,Detection of logic flaws in multi-party business applications via security testing. (Détection d'anomalies logiques dans les logiciels d'entreprise multi-partis à travers des tests de sécurité),2013,PhD,Télécom ParisTech,France,,
T23511,A1438235,Formal Concept Analysis and Pattern Structures for mining Structured Data. (Analyse formelle de concepts et structures de patrons pour la fouille de données structurées),2015,PhD,University of Lorraine,France,,
T23530,A1175020,Web applications Security and Privacy. (Sécurité et vie privée dans les applications web),2018,PhD,University of Côte d'Azur,France,,
T23593,A2159039,Architecture de Dataflow pour des systèmes modulaires et génériques de simulation de plante. (Dataflow architecture for modular and generic plant simulation systems),2019,PhD,University of Montpellier,France,,
T23627,A993120,Contributions au problème d'hétérogénéité sémantique dans les systèmes pair-à-pair: application à la recherche d'information. (Contributions to the problem of semantic heterogeneity in peer-to-peer systems: application to information retrieval),2012,PhD,University of Nantes,France,,
T23628,A1340995,Ontologies pour la gestion de sécurité ferroviaire: intégration de l'analyse dysfonctionnelle dans la conception. (Ontologies for railway safety management: integration of the dysfunctional analysis into the design),2019,PhD,École centrale de Lille,France,,
T23656,A357629,Infrastructure and Algorithms for Information Retrieval Based On Social Network Analysis/Mining. (Infrastructure et Algorithmes pour la Recherche d'Information Basés sur l'Analyse des Réseaux Sociaux),2018,PhD,University of Paris Saclay,France,,
T23694,A2161941,Query rewriting using views: a theoretical and practical perspective. (Réécriture de requêtes avec des vues: une perspective théorique et pratique),2014,PhD,Télécom ParisTech,France,,
T23754,A1548362,Optimizing similarity queries in metric spaces meeting user's expectation. (Optimisation des requêtes de similarité dans les espaces métriques répondant aux besoins des usagers / Otimização de operações de busca por similaridade em espaços métricos),2012,PhD,University of Sao Paulo,Brazil,,
